trace_id	source_kind	source_id	source_path	source_anchor	source_sha256	source_summary	p2_decision	p3_catalog_class	p3_evidence_refs	p3_plan_target	open_boundary	trace_status
P3T-REUSE-R-UI-001	REUSE	R-UI-001	project-governance/current/p2/05-reuse-and-port-matrix.md	line:15	2C38529B792798B289E515306A39F3E232B8AB3FEC3CAF4F9AC3341C360A806C	source utility	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md	P3-LOCAL-IMPLEMENTATION	NOT_APPLICABLE	MAPPED_P3_PLAN
P3T-REUSE-R-UI-002	REUSE	R-UI-002	project-governance/current/p2/05-reuse-and-port-matrix.md	line:16	2C38529B792798B289E515306A39F3E232B8AB3FEC3CAF4F9AC3341C360A806C	source/entry	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md;06a-section-identity-summary.tsv	P3-LOCAL-IMPLEMENTATION	NOT_APPLICABLE	MAPPED_P3_PLAN
P3T-REUSE-R-UI-003	REUSE	R-UI-003	project-governance/current/p2/05-reuse-and-port-matrix.md	line:17	2C38529B792798B289E515306A39F3E232B8AB3FEC3CAF4F9AC3341C360A806C	HTTP adapter/error contract	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md;05b-meeting-raw-values.tsv	P3-LOCAL-IMPLEMENTATION	NOT_APPLICABLE	MAPPED_P3_PLAN
P3T-REUSE-R-UI-004	REUSE	R-UI-004	project-governance/current/p2/05-reuse-and-port-matrix.md	line:18	2C38529B792798B289E515306A39F3E232B8AB3FEC3CAF4F9AC3341C360A806C	UI/state emission/chips/sidebar	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-REUSE-R-UI-005	REUSE	R-UI-005	project-governance/current/p2/05-reuse-and-port-matrix.md	line:19	2C38529B792798B289E515306A39F3E232B8AB3FEC3CAF4F9AC3341C360A806C	state/query/dirty/URL algorithms	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-REUSE-R-UI-006	REUSE	R-UI-006	project-governance/current/p2/05-reuse-and-port-matrix.md	line:20	2C38529B792798B289E515306A39F3E232B8AB3FEC3CAF4F9AC3341C360A806C	mapping/stable key/predicate tests	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-REUSE-R-UI-007	REUSE	R-UI-007	project-governance/current/p2/05-reuse-and-port-matrix.md	line:21	2C38529B792798B289E515306A39F3E232B8AB3FEC3CAF4F9AC3341C360A806C	course-card/status/pagination shell	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-REUSE-R-UI-008	REUSE	R-UI-008	project-governance/current/p2/05-reuse-and-port-matrix.md	line:22	2C38529B792798B289E515306A39F3E232B8AB3FEC3CAF4F9AC3341C360A806C	composition/layout/error state	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-REUSE-R-UI-009	REUSE	R-UI-009	project-governance/current/p2/05-reuse-and-port-matrix.md	line:23	2C38529B792798B289E515306A39F3E232B8AB3FEC3CAF4F9AC3341C360A806C	dynamic dictionary adapter	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05a-delivery-raw-values.tsv;05b-meeting-raw-values.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-REUSE-R-UI-010	REUSE	R-UI-010	project-governance/current/p2/05-reuse-and-port-matrix.md	line:24	2C38529B792798B289E515306A39F3E232B8AB3FEC3CAF4F9AC3341C360A806C	term parse/build algorithm	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-REUSE-R-UI-011	REUSE	R-UI-011	project-governance/current/p2/05-reuse-and-port-matrix.md	line:25	2C38529B792798B289E515306A39F3E232B8AB3FEC3CAF4F9AC3341C360A806C	UI/source/asset	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-REUSE-R-UI-012	REUSE	R-UI-012	project-governance/current/p2/05-reuse-and-port-matrix.md	line:26	2C38529B792798B289E515306A39F3E232B8AB3FEC3CAF4F9AC3341C360A806C	UI component	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-REUSE-R-UI-013	REUSE	R-UI-013	project-governance/current/p2/05-reuse-and-port-matrix.md	line:27	2C38529B792798B289E515306A39F3E232B8AB3FEC3CAF4F9AC3341C360A806C	status/selection/error shell	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05b-meeting-raw-values.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-REUSE-R-UI-014	REUSE	R-UI-014	project-governance/current/p2/05-reuse-and-port-matrix.md	line:28	2C38529B792798B289E515306A39F3E232B8AB3FEC3CAF4F9AC3341C360A806C	section chooser/list/feedback UI	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-CATALOG-DATA|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-REUSE-R-UI-015	REUSE	R-UI-015	project-governance/current/p2/05-reuse-and-port-matrix.md	line:29	2C38529B792798B289E515306A39F3E232B8AB3FEC3CAF4F9AC3341C360A806C	audio/toast UI state	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md;05b-meeting-raw-values.tsv;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-LOCAL-IMPLEMENTATION|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-REUSE-R-UI-016	REUSE	R-UI-016	project-governance/current/p2/05-reuse-and-port-matrix.md	line:30	2C38529B792798B289E515306A39F3E232B8AB3FEC3CAF4F9AC3341C360A806C	future algorithm/style/fixture	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md;05b-meeting-raw-values.tsv	P3-LOCAL-IMPLEMENTATION	NOT_APPLICABLE	MAPPED_P3_PLAN
P3T-REUSE-R-UI-017	REUSE	R-UI-017	project-governance/current/p2/05-reuse-and-port-matrix.md	line:31	2C38529B792798B289E515306A39F3E232B8AB3FEC3CAF4F9AC3341C360A806C	UI/API/types/assets	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md	P3-LOCAL-IMPLEMENTATION	NOT_APPLICABLE	MAPPED_P3_PLAN
P3T-REUSE-R-UI-018	REUSE	R-UI-018	project-governance/current/p2/05-reuse-and-port-matrix.md	line:32	2C38529B792798B289E515306A39F3E232B8AB3FEC3CAF4F9AC3341C360A806C	dependency	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md	P3-LOCAL-IMPLEMENTATION	NOT_APPLICABLE	MAPPED_P3_PLAN
P3T-REUSE-R-UI-019	REUSE	R-UI-019	project-governance/current/p2/05-reuse-and-port-matrix.md	line:33	2C38529B792798B289E515306A39F3E232B8AB3FEC3CAF4F9AC3341C360A806C	interaction intent/state groundwork	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-SEM-SEM-API-001	SEM	SEM-API-001	project-governance/current/p2/02-file-semantic-matrix.md	line:15	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`api/src/routes/notifications.local.ts:7-58` claim DTO、通知字段	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05b-meeting-raw-values.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-CATALOG-DATA|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-SEM-SEM-API-002	SEM	SEM-API-002	project-governance/current/p2/02-file-semantic-matrix.md	line:16	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`api/src/routes/notifications.local.ts:60-211` HTTP claim	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06b-filter-source-profile.tsv;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-CATALOG-DATA|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-SEM-SEM-API-003	SEM	SEM-API-003	project-governance/current/p2/02-file-semantic-matrix.md	line:17	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`api/src/routes/subscriptions.ts:19-69,126-162` section locator 与 preferences parsing	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-CATALOG-DATA|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-SEM-SEM-API-004	SEM	SEM-API-004	project-governance/current/p2/02-file-semantic-matrix.md	line:18	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`api/src/routes/subscriptions.ts:168-316,382-695` create/resolve/dedupe/unsubscribe	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06b-filter-source-profile.tsv;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-CATALOG-DATA|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-SEM-SEM-API-005	SEM	SEM-API-005	project-governance/current/p2/02-file-semantic-matrix.md	line:19	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`api/src/routes/subscriptions.ts:317-380,636-659` 全局 list 与 id-only cancel	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md	P3-LOCAL-IMPLEMENTATION	NOT_APPLICABLE	MAPPED_P3_PLAN
P3T-SEM-SEM-API-006	SEM	SEM-API-006	project-governance/current/p2/02-file-semantic-matrix.md	line:20	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`api/src/routes/subscriptions.ts:153-162,443-457` `maxNotifications` default/range	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-CATALOG-DATA|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-SEM-SEM-API-007	SEM	SEM-API-007	project-governance/current/p2/02-file-semantic-matrix.md	line:21	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`api/src/server.ts:18-82` lifecycle、trace、error envelope	P2_APPROVED_BASELINE	LOCAL_IMPLEMENTATION_PLAN	00-p3-charter-and-preflight.md	P3-LOCAL-IMPLEMENTATION	NOT_APPLICABLE	MAPPED_P3_PLAN
P3T-SEM-SEM-API-008	SEM	SEM-API-008	project-governance/current/p2/02-file-semantic-matrix.md	line:22	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`api/src/server.ts:83-95` route registration	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-SEM-SEM-API-009	SEM	SEM-API-009	project-governance/current/p2/02-file-semantic-matrix.md	line:23	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`api/tests/notifications.local.test.ts:1-140`	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05a-delivery-raw-values.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-SEM-SEM-API-010	SEM	SEM-API-010	project-governance/current/p2/02-file-semantic-matrix.md	line:24	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`api/tests/subscriptions.test.ts:1-361`	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-CATALOG-DATA|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-SEM-SEM-DAT-001	SEM	SEM-DAT-001	project-governance/current/p2/02-file-semantic-matrix.md	line:30	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`configs/fetch_pipeline.example.json:8-76` targets、timeout、retry/rate shape	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05b-meeting-raw-values.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-SEM-SEM-DAT-002	SEM	SEM-DAT-002	project-governance/current/p2/02-file-semantic-matrix.md	line:31	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`configs/fetch_pipeline.example.json:77-107` mode/resume/metrics/recency等	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06b-filter-source-profile.tsv;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-CATALOG-DATA|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-SEM-SEM-DAT-003	SEM	SEM-DAT-003	project-governance/current/p2/02-file-semantic-matrix.md	line:32	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`configs/fetch_pipeline.schema.json` 已有真实消费字段	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05b-meeting-raw-values.tsv;06b-filter-source-profile.tsv;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-CATALOG-DATA|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-SEM-SEM-DAT-004	SEM	SEM-DAT-004	project-governance/current/p2/02-file-semantic-matrix.md	line:33	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`configs/fetch_pipeline.schema.json` resume/queue/recency/metrics等未实现字段	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05b-meeting-raw-values.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-SEM-SEM-DAT-005	SEM	SEM-DAT-005	project-governance/current/p2/02-file-semantic-matrix.md	line:34	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`data/schema.sql:2-241,341-343` term/campus/subject/course/section/meeting/core/status/FTS	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05b-meeting-raw-values.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv;14-open-profile-join-and-error-evidence.md;15-poller-qps-latency-and-safety-model.md;16-shared-open-contract-review-options.md;17-p3-open-review-stop-gate.md;18-open-review-decision-001.md;19-open-cache-and-notification-latency-contract.md;20-p3-open-decision-gate.md;21b-open-round2-resumption-amendment-001.json;22b-open-round2-completion.json;23a-shared-open-final-contract.md;23b-shared-open-final-contract.json	P3-CATALOG-DATA|P3-SHARED-OPEN-CONTRACT	RESOLVED_P3_SHARED_OPEN_CONTRACT	MAPPED_P3_OPEN_FROZEN
P3T-SEM-SEM-DAT-006	SEM	SEM-DAT-006	project-governance/current/p2/02-file-semantic-matrix.md	line:35	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`data/schema.sql:116-231` section identity 与 detail fields	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;06a-section-identity-summary.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
P3T-SEM-SEM-DAT-007	SEM	SEM-DAT-007	project-governance/current/p2/02-file-semantic-matrix.md	line:36	AC9B25D036065F702106313170E4D3CE1B386DCD9F32A15E9C4638C3E9F17506	`data/schema.sql:177-198` meeting rows	P2_APPROVED_BASELINE	CATALOG_EVIDENCE_AND_PLAN	00-p3-charter-and-preflight.md;01a-catalog-request-manifest.json;02-catalog-request-ledger.tsv;03-catalog-evidence-register.tsv;04a-catalog-profile.json;04b-catalog-scope-summary.tsv;04c-catalog-field-profile.tsv;05b-meeting-raw-values.tsv;06b-filter-source-profile.tsv	P3-CATALOG-DATA	NOT_APPLICABLE	MAPPED_CATALOG
