row_id	path	bytes	lines	sha256	git_state	worktree_state	type	runtime_package_reachability	capability	disposition	ownership	evidence_id	next_action
F090	frontend/src/components/SchedulePreview.tsx	7620	225	419FEE3419B293AFA5597E940187F3762C5D09F341BD7767FAC6CA3DCE2955FF	tracked	clean	tsx	orphan-future-component|must-not-package	FUTURE	DEFER	FUTURE	P2-PATH	move-out-of-current-product-source-and-prove-artifact-absence
F091	frontend/src/components/SubscribeButton.css	4442	230	99462CC0FE441DE51188F0DEE06C03009592A4A4717011A22AC2DA1052AD7D74	tracked	clean	css	legacy-watch-ui-or-orphan|compiled-static-ui	MIXED_SEE_02	SPLIT	BASELINE_SHARED	P2-PATH	extract-ui-audio-toast-value-rewrite-protocol-remove-email-and-persistent-active
F092	frontend/src/components/SubscribeButton.tsx	13126	366	BFB2AF17B1A37A1600FB17E9157A3E576CC4FC6B6851FD33C8E712C43937FF31	tracked	clean	tsx	legacy-watch-ui-or-orphan|compiled-static-ui	MIXED_SEE_02	SPLIT	BASELINE_SHARED	P2-PATH	extract-ui-audio-toast-value-rewrite-protocol-remove-email-and-persistent-active
F093	frontend/src/components/SubscriptionCenter.css	2957	152	051482DEE20CCA65E0F7F9A6D3B0C35D03CE119534B51E2C14C69FC85FB0ECAF	tracked	clean	css	legacy-watch-ui-or-orphan|compiled-static-ui	MIXED_SEE_02	SPLIT	BASELINE_SHARED	P2-PATH	extract-ui-audio-toast-value-rewrite-protocol-remove-email-and-persistent-active
F094	frontend/src/components/SubscriptionCenter.tsx	8371	235	99BF586330CCB291068AE8BFF6079A0484D23F10CEC8BA32541905E614A7A495	tracked	clean	tsx	legacy-watch-ui-or-orphan|compiled-static-ui	MIXED_SEE_02	SPLIT	BASELINE_SHARED	P2-PATH	extract-ui-audio-toast-value-rewrite-protocol-remove-email-and-persistent-active
F095	frontend/src/components/SubscriptionManager.css	4198	207	E50BA964D42192BDFE5110450269CCAE279B8B7484A0D0C52A687468191DF886	tracked	clean	css	legacy-watch-ui-or-orphan|compiled-static-ui	MIXED_SEE_02	SPLIT	BASELINE_SHARED	P2-PATH	extract-ui-audio-toast-value-rewrite-protocol-remove-email-and-persistent-active
F096	frontend/src/components/SubscriptionManager.tsx	5987	160	03812471BCF31389C507332189C0F18DAD278D84D4C049E96EAF41657B9A765E	tracked	clean	tsx	legacy-watch-ui-or-orphan|compiled-static-ui	MIXED_SEE_02	SPLIT	BASELINE_SHARED	P2-PATH	extract-ui-audio-toast-value-rewrite-protocol-remove-email-and-persistent-active
F097	frontend/src/components/TagChip.css	1780	94	CAA8FB5DA60B3402C8602BA09880D1CB911DA0DEAB6E6605ACB6CD598B87AF3A	tracked	clean	css	frontend-runtime-or-build|compiled-static-ui	REQUIRED	REUSE_WITH_FIXES	BASELINE_SHARED	P2-PATH	reuse-only-after-contract-accessibility-state-and-residue-fixes
F098	frontend/src/components/TagChip.tsx	1685	66	1F61E7ACA7B789AB23C20A927959F3B80F0E7BDDAE42CA17B17D9BEA68A8DB4A	tracked	clean	tsx	frontend-runtime-or-build|compiled-static-ui	REQUIRED	REUSE_WITH_FIXES	BASELINE_SHARED	P2-PATH	reuse-only-after-contract-accessibility-state-and-residue-fixes
F099	frontend/src/data/fallbackDictionary.ts	3117	79	1A0F92B502B99FB2CACDD4C3AF3C14737711AC7933935261771B5B99650F287F	tracked	clean	ts	frontend-runtime-or-build|compiled-static-ui	REQUIRED	REUSE_WITH_FIXES	BASELINE_SHARED	P2-PATH	reuse-only-after-contract-accessibility-state-and-residue-fixes
F100	frontend/src/dev/ComponentPlayground.tsx	2281	60	75BBED2D714289B1118AEA33342C5DB77D6A9444F1E87EB6B2B5C74E0B2BCC63	tracked	clean	tsx	orphan-dev-only|must-not-package	INTERNAL_ONLY	SPLIT	INTERNAL_TOOLING	P2-PATH	extract-valid-fixtures-remove-future-calendar-fallback-from-current-build
F101	frontend/src/dev/mockData.ts	1766	59	C07367F102995BE108AF8011D0922CE41F8CDC44849043B3E929F05D404F292A	tracked	clean	ts	orphan-dev-only|must-not-package	INTERNAL_ONLY	SPLIT	INTERNAL_TOOLING	P2-PATH	extract-valid-fixtures-remove-future-calendar-fallback-from-current-build
F102	frontend/src/hooks/useCourseQuery.ts	14108	467	188468A46DD582697782D20FF6262765CF26B9E414CFEDD43D040A653F17A8AD	tracked	clean	ts	frontend-runtime-or-build|compiled-static-ui	REQUIRED	REUSE_WITH_FIXES	BASELINE_SHARED	P2-PATH	reuse-only-after-contract-accessibility-state-and-residue-fixes
F103	frontend/src/hooks/useFiltersDictionary.ts	2120	70	4EFCF7549F56A9A8CA3E1E85DD932899106D62792A8914F6EC52BD1FF561B37E	tracked	clean	ts	frontend-runtime-or-build|compiled-static-ui	REQUIRED	REUSE_WITH_FIXES	BASELINE_SHARED	P2-PATH	reuse-only-after-contract-accessibility-state-and-residue-fixes
F104	frontend/src/hooks/useLocalSoundNotifications.ts	7918	269	3C0395B122C3E32B52C766219CEFEF1323EDECFB590E61B2F3EFE120727EE287	tracked	clean	ts	legacy-watch-ui-or-orphan|compiled-static-ui	MIXED_SEE_02	SPLIT	BASELINE_SHARED	P2-PATH	extract-ui-audio-toast-value-rewrite-protocol-remove-email-and-persistent-active
F105	frontend/src/i18n/index.ts	2094	70	8644F16161AD9CA697F9FEDBCA5FD41814AA79B769ADFF96CFD032A3FC78A819	tracked	clean	ts	frontend-runtime-or-build|compiled-static-ui	REQUIRED	REUSE_WITH_FIXES	BASELINE_SHARED	P2-PATH	reuse-only-after-contract-accessibility-state-and-residue-fixes
F106	frontend/src/i18n/types.d.ts	244	12	1AD2D632D3AEF6E7937AC37BEBAFC2A179B755B7AA82A2656EDF81C5F64DCEBE	tracked	clean	ts	frontend-runtime-or-build|compiled-static-ui	REQUIRED	REUSE_WITH_FIXES	BASELINE_SHARED	P2-PATH	reuse-only-after-contract-accessibility-state-and-residue-fixes
F107	frontend/src/index.css	632	35	F0B4B1F4AA6FADBA866698942410FA09D8601C34A50BE644F04592A8E19D9842	tracked	clean	css	frontend-runtime-or-build|compiled-static-ui	REQUIRED	REUSE_WITH_FIXES	BASELINE_SHARED	P2-PATH	reuse-only-after-contract-accessibility-state-and-residue-fixes
F108	frontend/src/main.tsx	384	16	221B7A3BF84464A7DBA6C23BC7D93E3440356AE899A35B2867AE40BDC0882B90	tracked	clean	tsx	frontend-runtime-or-build|compiled-static-ui	REQUIRED	REUSE_WITH_FIXES	BASELINE_SHARED	P2-PATH	reuse-only-after-contract-accessibility-state-and-residue-fixes
F109	frontend/src/state/courseFilters.ts	9835	319	B27361945FDB3E080E3BDFDC3E24264326611172D4FA7FD646D9D7D44969AD60	tracked	clean	ts	frontend-runtime-or-build|compiled-static-ui	MIXED_SEE_02	SPLIT	BASELINE_SHARED	P2-PATH	retain-required-ui-contract-remove-mail-future-and-dead-semantics
F110	frontend/src/utils/classNames.ts	230	4	12EC35E124C158383BCB6CC05AE4F7516EB636901CE617222174575CECCD13FB	tracked	clean	ts	frontend-runtime-or-build|compiled-static-ui	REQUIRED	REUSE_WITH_FIXES	BASELINE_SHARED	P2-PATH	reuse-only-after-contract-accessibility-state-and-residue-fixes
F111	frontend/src/utils/term.ts	1979	78	C5A85ABCE09C8706FC6E54FB2C8743F77D1E74E9D54508D99451898A66D75C25	tracked	clean	ts	frontend-runtime-or-build|compiled-static-ui	REQUIRED	REUSE_WITH_FIXES	BASELINE_SHARED	P2-PATH	reuse-only-after-contract-accessibility-state-and-residue-fixes
F112	frontend/src/vite-env.d.ts	66	3	989A2714EAE5853E6B763F1075AD5D16503AA0446324F724A3D1FB50C3EA7D6C	tracked	clean	ts	frontend-runtime-or-build|compiled-static-ui	REQUIRED	REUSE_WITH_FIXES	BASELINE_SHARED	P2-PATH	reuse-only-after-contract-accessibility-state-and-residue-fixes
F113	frontend/tsconfig.json	141	8	CDC167187379646B111BB4AEC8539DAD71D0C585674DED72DF836D7F563CE390	tracked	clean	json	not-runtime|build-only	INTERNAL_ONLY	REUSE_WITH_FIXES	INTERNAL_TOOLING	P2-PATH	retain-as-build-tooling-add-test-ws-and-clean-config-boundaries
F114	frontend/tsconfig.node.json	417	16	14FA3D0E98E90620E03B9C2B71C1163FB5BCA7D00476FF14EBEA2FE1D7633A23	tracked	clean	json	not-runtime|build-only	INTERNAL_ONLY	REUSE_WITH_FIXES	INTERNAL_TOOLING	P2-PATH	retain-as-build-tooling-add-test-ws-and-clean-config-boundaries
F115	frontend/vite.config.ts	366	16	B9C9F16BF6195261982F568D47F5AA42E5FE4E44412BEF8CB8D9F540F6DD6D72	tracked	clean	ts	not-runtime|build-only	INTERNAL_ONLY	REUSE_WITH_FIXES	INTERNAL_TOOLING	P2-PATH	retain-as-build-tooling-add-test-ws-and-clean-config-boundaries
F116	notifications/mail/config.ts	8519	272	FB3D26851BAA8F1282D4EF0242485632C41687D42D5C7F02A59CA676B8CBA6D4	tracked	clean	ts	mail-runtime-or-test|must-not-package	EXCLUDED	REMOVE	HISTORICAL_EVIDENCE	P2-PATH	remove-complete-mail-code-test-dependency-asset-closure
F117	notifications/mail/providers/sendgrid.ts	9692	269	60701D7A02BAEBAD0EBCA48E86F8A0395AAD560C64126C3780FB7B453DBF71A0	tracked	clean	ts	mail-runtime-or-test|must-not-package	EXCLUDED	REMOVE	HISTORICAL_EVIDENCE	P2-PATH	remove-complete-mail-code-test-dependency-asset-closure
F118	notifications/mail/retry_policy.ts	7025	221	C610018A302693F53349AB8BFF8225B10643FAD871B8741243E897E271496018	tracked	clean	ts	mail-runtime-or-test|must-not-package	EXCLUDED	REMOVE	HISTORICAL_EVIDENCE	P2-PATH	remove-complete-mail-code-test-dependency-asset-closure
F119	notifications/mail/template_checker.ts	2635	88	460A2BC10D9E5AF8F4C4F3F880D159BD5561205FF6EC34AAE3FAD9EFAA8A63DC	tracked	clean	ts	mail-runtime-or-test|must-not-package	EXCLUDED	REMOVE	HISTORICAL_EVIDENCE	P2-PATH	remove-complete-mail-code-test-dependency-asset-closure
F120	notifications/mail/template_loader.ts	4344	114	2673BB7380772A410841FB321CB40D6CCEBF69E1E3011FD1ADCD5869F08675C0	tracked	clean	ts	mail-runtime-or-test|must-not-package	EXCLUDED	REMOVE	HISTORICAL_EVIDENCE	P2-PATH	remove-complete-mail-code-test-dependency-asset-closure
F121	notifications/mail/tests/config.test.ts	2424	85	6E00D897EF794F4CCAE6D4599E1E74B5829E29733E1E2403DBCFD5C74938F2A6	tracked	clean	ts	mail-runtime-or-test|must-not-package	EXCLUDED	REMOVE	HISTORICAL_EVIDENCE	P2-PATH	remove-complete-mail-code-test-dependency-asset-closure
F122	notifications/mail/tests/provider.test.ts	11727	349	61EF55CB43C13855A81B54DCEABFEB859FB435503AFE8AB3FF75516B70E3ADE7	tracked	clean	ts	mail-runtime-or-test|must-not-package	EXCLUDED	REMOVE	HISTORICAL_EVIDENCE	P2-PATH	remove-complete-mail-code-test-dependency-asset-closure
F123	notifications/mail/tests/retry_policy.test.ts	4236	133	36CF543CF1195C00F3536AC9609C35A60DF090A3B28D287B645A29E1A153DAD6	tracked	clean	ts	mail-runtime-or-test|must-not-package	EXCLUDED	REMOVE	HISTORICAL_EVIDENCE	P2-PATH	remove-complete-mail-code-test-dependency-asset-closure
F124	notifications/mail/tests/template_checker.test.ts	2614	59	115C7D8DA285F5144B89522613CDC3561DAEB38914F39A0395669ECDECBAAE02	tracked	clean	ts	mail-runtime-or-test|must-not-package	EXCLUDED	REMOVE	HISTORICAL_EVIDENCE	P2-PATH	remove-complete-mail-code-test-dependency-asset-closure
F125	notifications/mail/types.ts	4206	172	ED69504D1169F6CFD286044E03ED82CABAE2B13F64C0C1FB4F2FB93FEEDF6D01	tracked	clean	ts	mail-runtime-or-test|must-not-package	EXCLUDED	REMOVE	HISTORICAL_EVIDENCE	P2-PATH	remove-complete-mail-code-test-dependency-asset-closure
F126	package.json	1580	47	2E87C6EFB8CD4EC183FE6F59B59C8D05B0BEE9120A19D5441256D51FC9A8DDAA	tracked	clean	json	legacy-node-toolchain|must-not-copy-verbatim	MIXED_SEE_02	SPLIT	INTERNAL_TOOLING	P2-PATH	port-backend-consumers-to-rust-and-keep-only-proven-build-consumers
F127	package-lock.json	61964	1763	9BD26E8CAB5EE5998006D1411495FB6305C16C14A0156DEFAB61ED1490C2CF0C	tracked	clean	json	legacy-node-toolchain|must-not-copy-verbatim	MIXED_SEE_02	SPLIT	INTERNAL_TOOLING	P2-PATH	port-backend-consumers-to-rust-and-keep-only-proven-build-consumers
F128	README.md	8746	211	293B9BE226760C8E002316AF344E0679E726E11902A18AF53B45D6489FF104C5	tracked	clean	md	not-runtime|local-doc	REQUIRED	REWRITE	LOCAL_ONLY	P2-PATH	replace-node-mail-macos-claims-with-verified-local-quickstart
F129	reports/field_validation.md	21562	312	5A471BF31726E2D77F4ED6CA5A59D4A68E5E7630F9F787BC235BDD333F9E9A0F	tracked	clean	md	not-runtime|must-not-package	INTERNAL_ONLY	EXTRACT	HISTORICAL_EVIDENCE	P2-PATH	extract-stable-fixtures-and-methods-retain-report-as-history-never-package
F130	reports/field_validation_details.mdpart	9994	129	3FBFDB4D0ACE74123C0AECD98FAAB3A09624FB8E395BC65BCDE12BEA7E37DEC7	tracked	clean	mdpart	not-runtime|must-not-package	INTERNAL_ONLY	EXTRACT	HISTORICAL_EVIDENCE	P2-PATH	extract-stable-fixtures-and-methods-retain-report-as-history-never-package
F131	reports/field_validation_samples.json	24341	800	793989FB116AC10A9FD408222450FBA5DBE42B9C0CC365239221017B2776008F	tracked	clean	json	not-runtime|must-not-package	INTERNAL_ONLY	EXTRACT	HISTORICAL_EVIDENCE	P2-PATH	extract-stable-fixtures-and-methods-retain-report-as-history-never-package
F132	reports/fresh_install_log.md	1563	17	0CDEC96117FDBDE7C71C55ED88CE4839BCFDF0F5DD0D240332BE339198C0F56E	tracked	clean	md	not-runtime|must-not-package	INTERNAL_ONLY	EXTRACT	HISTORICAL_EVIDENCE	P2-PATH	extract-stable-fixtures-and-methods-retain-report-as-history-never-package
F133	reports/incremental_trial.md	2010	31	38EBE30497A880AAC7B2657858E8CF536C1CB38BC2BF11CC9AB36F74BB56AC7F	tracked	clean	md	not-runtime|must-not-package	INTERNAL_ONLY	EXTRACT	HISTORICAL_EVIDENCE	P2-PATH	extract-stable-fixtures-and-methods-retain-report-as-history-never-package
F134	reports/mail_worker_latency.md	1600	19	7977302BF6297706546EC384695DAF90F10373DB51A48AE28121C7199E94DD2B	tracked	clean	md	not-runtime|must-not-package	EXCLUDED	OUT_OF_SCOPE	HISTORICAL_EVIDENCE	P2-PATH	retain-only-as-old-failure-evidence-never-package
F135	reports/poller_durability.md	2338	21	7E7BF6BB542D224D3356A74315FFFF257FC8021949996EEC8F3D8774ACAB9BD0	tracked	clean	md	not-runtime|must-not-package	INTERNAL_ONLY	EXTRACT	HISTORICAL_EVIDENCE	P2-PATH	extract-stable-fixtures-and-methods-retain-report-as-history-never-package
F136	scripts/backfill_core_attributes.ts	4367	138	FB45845B5F62FBE5CFEB42A389BD3D3808163EA4B0D4636F240609571AE842BA	tracked	clean	ts	not-runtime|must-not-package	INTERNAL_ONLY	MERGE	INTERNAL_TOOLING	P2-PATH	merge-compatible-core-normalization-into-ingest-migration
F137	scripts/fetch_soc_data.ts	49018	1414	5C524E2178C5B0489CCF1D61CD8AA248B6E1A9E46531BC887202356734615C54	tracked	clean	ts	legacy-data-runtime|must-not-package	REQUIRED	PORT	BASELINE_SHARED	P2-PATH	port-algorithm-contract-with-recorded-correctness-and-safety-fixes
F138	scripts/i18n_missing_check.ts	2583	80	308BDF1CE4636C426280CF5795D6640858210A89929F6C4087F568BB04E19047	tracked	clean	ts	not-runtime|must-not-package	INTERNAL_ONLY	REUSE_WITH_FIXES	INTERNAL_TOOLING	P2-PATH	retain-and-add-non-target-key-and-orphan-checks
F139	scripts/incremental_trial.ts	21801	646	B8BD9D5F132A31A7435FD126CCA3039C6B40BFD3634E5C5261343D231E860429	tracked	clean	ts	not-runtime|must-not-package	INTERNAL_ONLY	REUSE_WITH_FIXES	INTERNAL_TOOLING	P2-PATH	retain-or-extract-as-isolated-validation-tool-never-user-package
F140	scripts/mail_e2e_sim.ts	9385	276	651E80E88DE9486CD2671B1E4463CE13C5CC83BF24D2238DA1AE2B016FB8898A	tracked	clean	ts	mail-script|must-not-package	EXCLUDED	REMOVE	HISTORICAL_EVIDENCE	P2-PATH	remove-from-current-product-and-package
F141	scripts/mail_templates.js	4363	133	46BF581D07500D745532592C2E269BA30A32ED0B42A8DB396C16B92AE0F0497A	tracked	clean	js	mail-script|must-not-package	EXCLUDED	REMOVE	HISTORICAL_EVIDENCE	P2-PATH	remove-from-current-product-and-package
F142	scripts/migrate_db.ts	5401	186	59C02BBF24836853EB3547DE38152AF4900A1378845D6C9936FA826118290EB8	tracked	clean	ts	legacy-data-runtime|must-not-package	REQUIRED	PORT	BASELINE_SHARED	P2-PATH	port-algorithm-contract-with-recorded-correctness-and-safety-fixes
F143	scripts/oneclick_start.js	20728	568	7C3BFDA220AE32C2FC58CEA5ADB6E60304DB84E4B29AAD48753100BD294BF0DC	tracked	clean	js	direct-local-launch-runtime|must-not-package	MIXED_SEE_02	SPLIT	LOCAL_ONLY	P2-PATH	extract-supervision-errors-remove-node-install-vite-dev-mail-and-rewrite-in-rust
F144	scripts/poller_resume_sim.ts	6610	199	F0556310A1DD1C057121698B4CCD2584DA0C77FCAD636A65243BDFAC8CCEEA26	tracked	clean	ts	not-runtime|must-not-package	INTERNAL_ONLY	REUSE_WITH_FIXES	INTERNAL_TOOLING	P2-PATH	retain-or-extract-as-isolated-validation-tool-never-user-package
F145	scripts/run_stack.sh	12055	427	611338D7A0148422FA51064246DFE135CCD98F2A9F327D09D16DC9D3B2EF1D5B	tracked	clean	sh	legacy-linux-dev-entry|must-not-package	INTERNAL_ONLY	EXTRACT	PUBLIC_DELTA	P2-PATH	carry-ops-lessons-to-p4-not-local-package
F146	scripts/setup_local_env.sh	8106	289	14DC88A0F89DEAECC58FD7249D397D28EBB4A739AD199C1C4DE0F4A3D45C0C19	tracked	clean	sh	legacy-linux-dev-entry|must-not-package	INTERNAL_ONLY	EXTRACT	PUBLIC_DELTA	P2-PATH	carry-ops-lessons-to-p4-not-local-package
F147	scripts/soc_api_client.ts	7291	267	3CC61D911D9BE7B559C4F53F5EDB0D6B2F1818B042F455430FA14CAD6FE76DB3	tracked	clean	ts	legacy-data-runtime|must-not-package	REQUIRED	PORT	BASELINE_SHARED	P2-PATH	port-algorithm-contract-with-recorded-correctness-and-safety-fixes
F148	scripts/soc_field_matrix.py	18468	451	FC25D0C85AE3C500147155AA1410BBE00AC062DF4E389B31408B8E1511FDBF63	tracked	clean	py	not-runtime|must-not-package	INTERNAL_ONLY	REUSE_WITH_FIXES	INTERNAL_TOOLING	P2-PATH	retain-or-extract-as-isolated-validation-tool-never-user-package
F149	scripts/soc_normalizer.ts	15924	463	64BB036725C2035CB68C3D4E60D82B6D6D47647C9C435B500BA446DA43171087	tracked	clean	ts	legacy-data-runtime|must-not-package	REQUIRED	PORT	BASELINE_SHARED	P2-PATH	port-algorithm-contract-with-recorded-correctness-and-safety-fixes
F150	scripts/soc_probe.ts	8318	262	9DB197D1AAE130E229FCBF70EF514C3EED7B5B6259D95277FB895F312E4CDF10	tracked	clean	ts	not-runtime|must-not-package	INTERNAL_ONLY	REUSE_WITH_FIXES	INTERNAL_TOOLING	P2-PATH	retain-or-extract-as-isolated-validation-tool-never-user-package
F151	scripts/soc_rate_limit.ts	13642	442	AF2060B4BCF58107211071545457088D7D24561D412083CE3E6771DBEBBA430C	tracked	clean	ts	not-runtime|must-not-package	INTERNAL_ONLY	REUSE_WITH_FIXES	INTERNAL_TOOLING	P2-PATH	retain-or-extract-as-isolated-validation-tool-never-user-package
F152	Start-WebUI.bat	580	20	7D3A49B3E9DFFD97A3F8DAA06BB1260E4F935A6BF8D69470EF6CD87E42FB4FDC	tracked	clean	bat	direct-user-entry|local-package-required	REQUIRED	REUSE_WITH_FIXES	LOCAL_ONLY	P2-PATH	rewrite-wrapper-to-launch-bcsp-local-exe
F153	Start-WebUI.command	785	21	BC7DB1905C4FBDD0DE8A55E45D7B08D8BE1499EC496C4B3A8D44A6377DEC538F	tracked	clean	command	legacy-direct-entry|must-not-package	EXCLUDED	REMOVE	HISTORICAL_EVIDENCE	P2-PATH	remove-from-current-product-and-local-package
F154	tsconfig.json	414	14	7A51445622378255EB741D7943B4885E850AB477C62D234091F0353A6E941562	tracked	clean	json	legacy-node-toolchain|must-not-copy-verbatim	MIXED_SEE_02	SPLIT	INTERNAL_TOOLING	P2-PATH	port-backend-consumers-to-rust-and-keep-only-proven-build-consumers
F155	workers/mail_dispatcher.ts	25930	732	3A67F9BC4365F1579960BA37514543BDBAEC6A899A31F69754ACCCA2937AC341	tracked	clean	ts	mail-worker-or-test|must-not-package	EXCLUDED	REMOVE	HISTORICAL_EVIDENCE	P2-PATH	remove-mail-worker-and-test-closure
F156	workers/open_sections_poller.ts	43300	1348	E7A16A74CC1EA0A05BCD9D2D9DB502DA9DA7A0DF25E00C46D1E437D89DE9AD46	tracked	clean	ts	active-open-poller-or-test|must-not-package	MIXED_SEE_02	SPLIT	BASELINE_SHARED	P2-PATH	port-coalesced-polling-and-resilience-rewrite-watch-discovery-event-dedupe-fanout
F157	workers/tests/mail_dispatcher.test.ts	9353	229	F349095C7CB3E5B72D63A18DCFEC023E1A3FF27A2F7FEA7C4F74A725A7AE1304	tracked	clean	ts	mail-worker-or-test|must-not-package	EXCLUDED	REMOVE	HISTORICAL_EVIDENCE	P2-PATH	remove-mail-worker-and-test-closure
F158	workers/tests/open_sections_poller.auto.test.ts	7821	221	79462293A8445454618238B9F60E409C209FB12CD0A193953D91BFE583858E33	tracked	clean	ts	active-open-poller-or-test|must-not-package	MIXED_SEE_02	SPLIT	BASELINE_SHARED	P2-PATH	port-coalesced-polling-and-resilience-rewrite-watch-discovery-event-dedupe-fanout
