ecosystem	name	version	license_expression	decision	scope	direct	lock_key	decision_reason	target_evidence
npm	undici-types	8.3.0	MIT	APPROVED	dev	false	npm:node_modules/@types/node/node_modules/undici-types	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
npm	use-sync-external-store	1.6.0	MIT	APPROVED	runtime	false	npm:node_modules/use-sync-external-store	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
npm	vite	8.1.4	MIT	APPROVED	dev	true	npm:node_modules/vite	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
npm	vitest	4.1.10	MIT	APPROVED	dev	true	npm:node_modules/vitest	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
npm	void-elements	3.1.0	MIT	APPROVED	runtime	false	npm:node_modules/void-elements	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
npm	w3c-xmlserializer	5.0.0	MIT	APPROVED	dev	false	npm:node_modules/w3c-xmlserializer	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
npm	webidl-conversions	8.0.1	BSD-2-Clause	APPROVED	dev	false	npm:node_modules/webidl-conversions	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
npm	whatwg-mimetype	5.0.0	MIT	APPROVED	dev	false	npm:node_modules/whatwg-mimetype	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
npm	whatwg-url	16.0.1	MIT	APPROVED	dev	false	npm:node_modules/whatwg-url	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
npm	why-is-node-running	2.3.0	MIT	APPROVED	dev	false	npm:node_modules/why-is-node-running	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
npm	xml-name-validator	5.0.0	Apache-2.0	APPROVED	dev	false	npm:node_modules/xml-name-validator	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
npm	xmlchars	2.2.0	MIT	APPROVED	dev	false	npm:node_modules/xmlchars	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	adler2	2.0.1	0BSD OR MIT OR Apache-2.0	APPROVED	runtime	false	cargo:adler2@2.0.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	aho-corasick	1.1.4	Unlicense OR MIT	APPROVED	runtime	false	cargo:aho-corasick@1.1.4:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	async-compression	0.4.42	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:async-compression@0.4.42:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	atomic-waker	1.1.2	Apache-2.0 OR MIT	APPROVED	runtime	false	cargo:atomic-waker@1.1.2:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	autocfg	1.5.1	Apache-2.0 OR MIT	APPROVED	dev	false	cargo:autocfg@1.5.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	aws-lc-rs	1.17.1	ISC AND (Apache-2.0 OR ISC)	APPROVED	runtime	false	cargo:aws-lc-rs@1.17.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	aws-lc-sys	0.42.0	ISC AND (Apache-2.0 OR ISC) AND Apache-2.0 AND MIT AND BSD-3-Clause AND (Apache-2.0 OR ISC OR MIT) AND (Apache-2.0 OR ISC OR MIT-0)	APPROVED	runtime	false	cargo:aws-lc-sys@0.42.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	axum	0.8.9	MIT	APPROVED	runtime	true	cargo:axum@0.8.9:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	axum-core	0.5.6	MIT	APPROVED	runtime	false	cargo:axum-core@0.5.6:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	base64	0.22.1	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:base64@0.22.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	bit-set	0.8.0	Apache-2.0 OR MIT	APPROVED	dev	false	cargo:bit-set@0.8.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	bit-vec	0.8.0	Apache-2.0 OR MIT	APPROVED	dev	false	cargo:bit-vec@0.8.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	bitflags	1.3.2	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:bitflags@1.3.2:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	bitflags	2.13.0	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:bitflags@2.13.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	block-buffer	0.10.4	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:block-buffer@0.10.4:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	bumpalo	3.20.3	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:bumpalo@3.20.3:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	bytes	1.12.1	MIT	APPROVED	runtime	false	cargo:bytes@1.12.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	cc	1.2.67	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:cc@1.2.67:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	cfg-if	1.0.4	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:cfg-if@1.0.4:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	cfg_aliases	0.2.1	MIT	APPROVED	runtime	false	cargo:cfg_aliases@0.2.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	chacha20	0.10.1	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:chacha20@0.10.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	cmake	0.1.58	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:cmake@0.1.58:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	combine	4.6.7	MIT	APPROVED	runtime	false	cargo:combine@4.6.7:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	compression-codecs	0.4.38	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:compression-codecs@0.4.38:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	compression-core	0.4.32	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:compression-core@0.4.32:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	core-foundation	0.10.1	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:core-foundation@0.10.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	core-foundation-sys	0.8.7	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:core-foundation-sys@0.8.7:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	cpufeatures	0.2.17	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:cpufeatures@0.2.17:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	cpufeatures	0.3.0	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:cpufeatures@0.3.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	crc32fast	1.5.0	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:crc32fast@1.5.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	crypto-common	0.1.7	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:crypto-common@0.1.7:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	data-encoding	2.11.0	MIT	APPROVED	runtime	false	cargo:data-encoding@2.11.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	defmt	1.1.1	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:defmt@1.1.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	defmt-macros	1.1.1	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:defmt-macros@1.1.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	defmt-parser	1.0.0	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:defmt-parser@1.0.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	deranged	0.5.8	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:deranged@0.5.8:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	digest	0.10.7	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:digest@0.10.7:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	displaydoc	0.2.6	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:displaydoc@0.2.6:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	dunce	1.0.5	CC0-1.0 OR MIT-0 OR Apache-2.0	APPROVED	runtime	false	cargo:dunce@1.0.5:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	errno	0.3.14	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:errno@0.3.14:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	fallible-iterator	0.3.0	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:fallible-iterator@0.3.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	fallible-streaming-iterator	0.1.9	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:fallible-streaming-iterator@0.1.9:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	fastrand	2.4.1	Apache-2.0 OR MIT	APPROVED	dev	false	cargo:fastrand@2.4.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	find-msvc-tools	0.1.9	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:find-msvc-tools@0.1.9:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	flate2	1.1.9	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:flate2@1.1.9:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	form_urlencoded	1.2.2	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:form_urlencoded@1.2.2:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	fs_extra	1.3.0	MIT	APPROVED	runtime	false	cargo:fs_extra@1.3.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	futures-channel	0.3.32	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:futures-channel@0.3.32:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	futures-core	0.3.32	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:futures-core@0.3.32:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	futures-sink	0.3.32	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:futures-sink@0.3.32:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	futures-task	0.3.32	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:futures-task@0.3.32:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	futures-util	0.3.32	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:futures-util@0.3.32:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	generic-array	0.14.7	MIT	APPROVED	runtime	false	cargo:generic-array@0.14.7:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	getrandom	0.2.17	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:getrandom@0.2.17:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	getrandom	0.3.4	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:getrandom@0.3.4:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	getrandom	0.4.3	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:getrandom@0.4.3:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	http	1.4.2	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:http@1.4.2:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	http-body	1.0.1	MIT	APPROVED	runtime	false	cargo:http-body@1.0.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	http-body-util	0.1.3	MIT	APPROVED	runtime	false	cargo:http-body-util@0.1.3:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	http-range-header	0.4.2	MIT	APPROVED	runtime	false	cargo:http-range-header@0.4.2:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	httparse	1.10.1	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:httparse@1.10.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	httpdate	1.0.3	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:httpdate@1.0.3:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	hyper	1.10.1	MIT	APPROVED	runtime	false	cargo:hyper@1.10.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	hyper-rustls	0.27.9	Apache-2.0 OR ISC OR MIT	APPROVED	runtime	false	cargo:hyper-rustls@0.27.9:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	hyper-util	0.1.20	MIT	APPROVED	runtime	false	cargo:hyper-util@0.1.20:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	icu_collections	2.2.0	Unicode-3.0	APPROVED	runtime	false	cargo:icu_collections@2.2.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	icu_locale_core	2.2.0	Unicode-3.0	APPROVED	runtime	false	cargo:icu_locale_core@2.2.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	icu_normalizer	2.2.0	Unicode-3.0	APPROVED	runtime	false	cargo:icu_normalizer@2.2.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	icu_normalizer_data	2.2.0	Unicode-3.0	APPROVED	runtime	false	cargo:icu_normalizer_data@2.2.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	icu_properties	2.2.0	Unicode-3.0	APPROVED	runtime	false	cargo:icu_properties@2.2.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	icu_properties_data	2.2.0	Unicode-3.0	APPROVED	runtime	false	cargo:icu_properties_data@2.2.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	icu_provider	2.2.0	Unicode-3.0	APPROVED	runtime	false	cargo:icu_provider@2.2.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	idna	1.1.0	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:idna@1.1.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	idna_adapter	1.2.2	Apache-2.0 OR MIT	APPROVED	runtime	false	cargo:idna_adapter@1.2.2:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	include_dir	0.7.4	MIT	APPROVED	runtime	true	cargo:include_dir@0.7.4:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	include_dir_macros	0.7.4	MIT	APPROVED	runtime	false	cargo:include_dir_macros@0.7.4:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	ipnet	2.12.0	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:ipnet@2.12.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	is-docker	0.2.0	MIT	APPROVED	runtime	false	cargo:is-docker@0.2.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	is-wsl	0.4.0	MIT	APPROVED	runtime	false	cargo:is-wsl@0.4.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	itoa	1.0.18	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:itoa@1.0.18:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	jiff	0.2.32	Unlicense OR MIT	APPROVED	runtime	true	cargo:jiff@0.2.32:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	jiff-static	0.2.32	Unlicense OR MIT	APPROVED	runtime	false	cargo:jiff-static@0.2.32:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	jiff-tzdb	0.1.8	Unlicense OR MIT	APPROVED	runtime	false	cargo:jiff-tzdb@0.1.8:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	jni	0.22.4	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:jni@0.22.4:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	jni-macros	0.22.4	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:jni-macros@0.22.4:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	jni-sys	0.4.1	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:jni-sys@0.4.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	jni-sys-macros	0.4.1	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:jni-sys-macros@0.4.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	jobserver	0.1.35	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:jobserver@0.1.35:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	js-sys	0.3.103	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:js-sys@0.3.103:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	lazy_static	1.5.0	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:lazy_static@1.5.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	libc	0.2.186	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:libc@0.2.186:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	libsqlite3-sys	0.38.1	MIT	APPROVED	runtime	false	cargo:libsqlite3-sys@0.38.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	linux-raw-sys	0.12.1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	APPROVED	dev	false	cargo:linux-raw-sys@0.12.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	litemap	0.8.2	Unicode-3.0	APPROVED	runtime	false	cargo:litemap@0.8.2:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	log	0.4.33	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:log@0.4.33:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	lru-slab	0.1.2	MIT OR Apache-2.0 OR Zlib	APPROVED	runtime	false	cargo:lru-slab@0.1.2:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	matchers	0.2.0	MIT	APPROVED	runtime	false	cargo:matchers@0.2.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	matchit	0.8.4	MIT AND BSD-3-Clause	APPROVED	runtime	false	cargo:matchit@0.8.4:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	memchr	2.8.3	Unlicense OR MIT	APPROVED	runtime	false	cargo:memchr@2.8.3:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	mime	0.3.17	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:mime@0.3.17:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	mime_guess	2.0.5	MIT	APPROVED	runtime	false	cargo:mime_guess@2.0.5:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	miniz_oxide	0.8.9	MIT OR Zlib OR Apache-2.0	APPROVED	runtime	false	cargo:miniz_oxide@0.8.9:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	mio	1.2.1	MIT	APPROVED	runtime	false	cargo:mio@1.2.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	num-conv	0.2.2	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:num-conv@0.2.2:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	num-traits	0.2.19	MIT OR Apache-2.0	APPROVED	dev	false	cargo:num-traits@0.2.19:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	once_cell	1.21.4	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:once_cell@1.21.4:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	open	5.4.0	MIT	APPROVED	runtime	true	cargo:open@5.4.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	openssl-probe	0.2.1	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:openssl-probe@0.2.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	percent-encoding	2.3.2	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:percent-encoding@2.3.2:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	pin-project-lite	0.2.17	Apache-2.0 OR MIT	APPROVED	runtime	false	cargo:pin-project-lite@0.2.17:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	pkg-config	0.3.33	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:pkg-config@0.3.33:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	portable-atomic	1.13.1	Apache-2.0 OR MIT	APPROVED	runtime	false	cargo:portable-atomic@1.13.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	portable-atomic-util	0.2.7	Apache-2.0 OR MIT	APPROVED	runtime	false	cargo:portable-atomic-util@0.2.7:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	potential_utf	0.1.5	Unicode-3.0	APPROVED	runtime	false	cargo:potential_utf@0.1.5:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	powerfmt	0.2.0	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:powerfmt@0.2.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	ppv-lite86	0.2.21	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:ppv-lite86@0.2.21:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	proc-macro2	1.0.106	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:proc-macro2@1.0.106:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	proptest	1.11.0	MIT OR Apache-2.0	APPROVED	dev	true	cargo:proptest@1.11.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	quinn	0.11.11	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:quinn@0.11.11:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	quinn-proto	0.11.16	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:quinn-proto@0.11.16:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	quinn-udp	0.5.15	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:quinn-udp@0.5.15:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	quote	1.0.46	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:quote@1.0.46:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	r-efi	5.3.0	MIT OR Apache-2.0 OR LGPL-2.1-or-later	APPROVED	runtime	false	cargo:r-efi@5.3.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	r-efi	6.0.0	MIT OR Apache-2.0 OR LGPL-2.1-or-later	APPROVED	runtime	false	cargo:r-efi@6.0.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	rand	0.10.2	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:rand@0.10.2:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	rand	0.9.5	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:rand@0.9.5:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	rand_chacha	0.9.0	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:rand_chacha@0.9.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	rand_core	0.10.1	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:rand_core@0.10.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	rand_core	0.9.5	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:rand_core@0.9.5:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	rand_pcg	0.10.2	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:rand_pcg@0.10.2:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	rand_xorshift	0.4.0	MIT OR Apache-2.0	APPROVED	dev	false	cargo:rand_xorshift@0.4.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	rbcsp-dependency-baseline	0.0.0	ISC	APPROVED	runtime	true	cargo:rbcsp-dependency-baseline@0.0.0:local	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	regex-automata	0.4.15	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:regex-automata@0.4.15:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	regex-syntax	0.8.11	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:regex-syntax@0.8.11:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	reqwest	0.13.4	MIT OR Apache-2.0	APPROVED	runtime	true	cargo:reqwest@0.13.4:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	ring	0.17.14	Apache-2.0 AND ISC	APPROVED	runtime	false	cargo:ring@0.17.14:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	rusqlite	0.40.1	MIT	APPROVED	runtime	true	cargo:rusqlite@0.40.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	rustc-hash	2.1.3	Apache-2.0 OR MIT	APPROVED	runtime	false	cargo:rustc-hash@2.1.3:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	rustc_version	0.4.1	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:rustc_version@0.4.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	rustix	1.1.4	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	APPROVED	dev	false	cargo:rustix@1.1.4:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	rustls	0.23.41	Apache-2.0 OR ISC OR MIT	APPROVED	runtime	false	cargo:rustls@0.23.41:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	rustls-native-certs	0.8.4	Apache-2.0 OR ISC OR MIT	APPROVED	runtime	false	cargo:rustls-native-certs@0.8.4:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	rustls-pki-types	1.15.0	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:rustls-pki-types@1.15.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	rustls-platform-verifier	0.7.0	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:rustls-platform-verifier@0.7.0:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
rust	rustls-platform-verifier-android	0.1.1	MIT OR Apache-2.0	APPROVED	runtime	false	cargo:rustls-platform-verifier-android@0.1.1:crates.io	SPDX_POLICY_SATISFIED	NOT_APPLICABLE
