ecosystem	name	version	metadata_url	license_expression	verification	lock_key
rust	axum	0.8.9	https://crates.io/api/v1/crates/axum/0.8.9	MIT	PASS	cargo:axum@0.8.9:crates.io
rust	axum-core	0.5.6	https://crates.io/api/v1/crates/axum-core/0.5.6	MIT	PASS	cargo:axum-core@0.5.6:crates.io
rust	base64	0.22.1	https://crates.io/api/v1/crates/base64/0.22.1	MIT OR Apache-2.0	PASS	cargo:base64@0.22.1:crates.io
rust	bit-set	0.8.0	https://crates.io/api/v1/crates/bit-set/0.8.0	Apache-2.0 OR MIT	PASS	cargo:bit-set@0.8.0:crates.io
rust	bit-vec	0.8.0	https://crates.io/api/v1/crates/bit-vec/0.8.0	Apache-2.0 OR MIT	PASS	cargo:bit-vec@0.8.0:crates.io
rust	bitflags	1.3.2	https://crates.io/api/v1/crates/bitflags/1.3.2	MIT OR Apache-2.0	PASS	cargo:bitflags@1.3.2:crates.io
rust	bitflags	2.13.0	https://crates.io/api/v1/crates/bitflags/2.13.0	MIT OR Apache-2.0	PASS	cargo:bitflags@2.13.0:crates.io
rust	block-buffer	0.10.4	https://crates.io/api/v1/crates/block-buffer/0.10.4	MIT OR Apache-2.0	PASS	cargo:block-buffer@0.10.4:crates.io
rust	bumpalo	3.20.3	https://crates.io/api/v1/crates/bumpalo/3.20.3	MIT OR Apache-2.0	PASS	cargo:bumpalo@3.20.3:crates.io
rust	bytes	1.12.1	https://crates.io/api/v1/crates/bytes/1.12.1	MIT	PASS	cargo:bytes@1.12.1:crates.io
rust	cc	1.2.67	https://crates.io/api/v1/crates/cc/1.2.67	MIT OR Apache-2.0	PASS	cargo:cc@1.2.67:crates.io
rust	cfg-if	1.0.4	https://crates.io/api/v1/crates/cfg-if/1.0.4	MIT OR Apache-2.0	PASS	cargo:cfg-if@1.0.4:crates.io
rust	cfg_aliases	0.2.1	https://crates.io/api/v1/crates/cfg_aliases/0.2.1	MIT	PASS	cargo:cfg_aliases@0.2.1:crates.io
rust	chacha20	0.10.1	https://crates.io/api/v1/crates/chacha20/0.10.1	MIT OR Apache-2.0	PASS	cargo:chacha20@0.10.1:crates.io
rust	cmake	0.1.58	https://crates.io/api/v1/crates/cmake/0.1.58	MIT OR Apache-2.0	PASS	cargo:cmake@0.1.58:crates.io
rust	combine	4.6.7	https://crates.io/api/v1/crates/combine/4.6.7	MIT	PASS	cargo:combine@4.6.7:crates.io
rust	compression-codecs	0.4.38	https://crates.io/api/v1/crates/compression-codecs/0.4.38	MIT OR Apache-2.0	PASS	cargo:compression-codecs@0.4.38:crates.io
rust	compression-core	0.4.32	https://crates.io/api/v1/crates/compression-core/0.4.32	MIT OR Apache-2.0	PASS	cargo:compression-core@0.4.32:crates.io
rust	core-foundation	0.10.1	https://crates.io/api/v1/crates/core-foundation/0.10.1	MIT OR Apache-2.0	PASS	cargo:core-foundation@0.10.1:crates.io
rust	core-foundation-sys	0.8.7	https://crates.io/api/v1/crates/core-foundation-sys/0.8.7	MIT OR Apache-2.0	PASS	cargo:core-foundation-sys@0.8.7:crates.io
rust	cpufeatures	0.2.17	https://crates.io/api/v1/crates/cpufeatures/0.2.17	MIT OR Apache-2.0	PASS	cargo:cpufeatures@0.2.17:crates.io
rust	cpufeatures	0.3.0	https://crates.io/api/v1/crates/cpufeatures/0.3.0	MIT OR Apache-2.0	PASS	cargo:cpufeatures@0.3.0:crates.io
rust	crc32fast	1.5.0	https://crates.io/api/v1/crates/crc32fast/1.5.0	MIT OR Apache-2.0	PASS	cargo:crc32fast@1.5.0:crates.io
rust	crypto-common	0.1.7	https://crates.io/api/v1/crates/crypto-common/0.1.7	MIT OR Apache-2.0	PASS	cargo:crypto-common@0.1.7:crates.io
rust	data-encoding	2.11.0	https://crates.io/api/v1/crates/data-encoding/2.11.0	MIT	PASS	cargo:data-encoding@2.11.0:crates.io
rust	defmt	1.1.1	https://crates.io/api/v1/crates/defmt/1.1.1	MIT OR Apache-2.0	PASS	cargo:defmt@1.1.1:crates.io
rust	defmt-macros	1.1.1	https://crates.io/api/v1/crates/defmt-macros/1.1.1	MIT OR Apache-2.0	PASS	cargo:defmt-macros@1.1.1:crates.io
rust	defmt-parser	1.0.0	https://crates.io/api/v1/crates/defmt-parser/1.0.0	MIT OR Apache-2.0	PASS	cargo:defmt-parser@1.0.0:crates.io
rust	deranged	0.5.8	https://crates.io/api/v1/crates/deranged/0.5.8	MIT OR Apache-2.0	PASS	cargo:deranged@0.5.8:crates.io
rust	digest	0.10.7	https://crates.io/api/v1/crates/digest/0.10.7	MIT OR Apache-2.0	PASS	cargo:digest@0.10.7:crates.io
rust	displaydoc	0.2.6	https://crates.io/api/v1/crates/displaydoc/0.2.6	MIT OR Apache-2.0	PASS	cargo:displaydoc@0.2.6:crates.io
rust	dunce	1.0.5	https://crates.io/api/v1/crates/dunce/1.0.5	CC0-1.0 OR MIT-0 OR Apache-2.0	PASS	cargo:dunce@1.0.5:crates.io
rust	errno	0.3.14	https://crates.io/api/v1/crates/errno/0.3.14	MIT OR Apache-2.0	PASS	cargo:errno@0.3.14:crates.io
rust	fallible-iterator	0.3.0	https://crates.io/api/v1/crates/fallible-iterator/0.3.0	MIT OR Apache-2.0	PASS	cargo:fallible-iterator@0.3.0:crates.io
rust	fallible-streaming-iterator	0.1.9	https://crates.io/api/v1/crates/fallible-streaming-iterator/0.1.9	MIT OR Apache-2.0	PASS	cargo:fallible-streaming-iterator@0.1.9:crates.io
rust	fastrand	2.4.1	https://crates.io/api/v1/crates/fastrand/2.4.1	Apache-2.0 OR MIT	PASS	cargo:fastrand@2.4.1:crates.io
rust	find-msvc-tools	0.1.9	https://crates.io/api/v1/crates/find-msvc-tools/0.1.9	MIT OR Apache-2.0	PASS	cargo:find-msvc-tools@0.1.9:crates.io
rust	flate2	1.1.9	https://crates.io/api/v1/crates/flate2/1.1.9	MIT OR Apache-2.0	PASS	cargo:flate2@1.1.9:crates.io
rust	form_urlencoded	1.2.2	https://crates.io/api/v1/crates/form_urlencoded/1.2.2	MIT OR Apache-2.0	PASS	cargo:form_urlencoded@1.2.2:crates.io
rust	fs_extra	1.3.0	https://crates.io/api/v1/crates/fs_extra/1.3.0	MIT	PASS	cargo:fs_extra@1.3.0:crates.io
rust	futures-channel	0.3.32	https://crates.io/api/v1/crates/futures-channel/0.3.32	MIT OR Apache-2.0	PASS	cargo:futures-channel@0.3.32:crates.io
rust	futures-core	0.3.32	https://crates.io/api/v1/crates/futures-core/0.3.32	MIT OR Apache-2.0	PASS	cargo:futures-core@0.3.32:crates.io
rust	futures-sink	0.3.32	https://crates.io/api/v1/crates/futures-sink/0.3.32	MIT OR Apache-2.0	PASS	cargo:futures-sink@0.3.32:crates.io
rust	futures-task	0.3.32	https://crates.io/api/v1/crates/futures-task/0.3.32	MIT OR Apache-2.0	PASS	cargo:futures-task@0.3.32:crates.io
rust	futures-util	0.3.32	https://crates.io/api/v1/crates/futures-util/0.3.32	MIT OR Apache-2.0	PASS	cargo:futures-util@0.3.32:crates.io
rust	generic-array	0.14.7	https://crates.io/api/v1/crates/generic-array/0.14.7	MIT	PASS	cargo:generic-array@0.14.7:crates.io
rust	getrandom	0.2.17	https://crates.io/api/v1/crates/getrandom/0.2.17	MIT OR Apache-2.0	PASS	cargo:getrandom@0.2.17:crates.io
rust	getrandom	0.3.4	https://crates.io/api/v1/crates/getrandom/0.3.4	MIT OR Apache-2.0	PASS	cargo:getrandom@0.3.4:crates.io
rust	getrandom	0.4.3	https://crates.io/api/v1/crates/getrandom/0.4.3	MIT OR Apache-2.0	PASS	cargo:getrandom@0.4.3:crates.io
rust	http	1.4.2	https://crates.io/api/v1/crates/http/1.4.2	MIT OR Apache-2.0	PASS	cargo:http@1.4.2:crates.io
rust	http-body	1.0.1	https://crates.io/api/v1/crates/http-body/1.0.1	MIT	PASS	cargo:http-body@1.0.1:crates.io
rust	http-body-util	0.1.3	https://crates.io/api/v1/crates/http-body-util/0.1.3	MIT	PASS	cargo:http-body-util@0.1.3:crates.io
rust	http-range-header	0.4.2	https://crates.io/api/v1/crates/http-range-header/0.4.2	MIT	PASS	cargo:http-range-header@0.4.2:crates.io
rust	httparse	1.10.1	https://crates.io/api/v1/crates/httparse/1.10.1	MIT OR Apache-2.0	PASS	cargo:httparse@1.10.1:crates.io
rust	httpdate	1.0.3	https://crates.io/api/v1/crates/httpdate/1.0.3	MIT OR Apache-2.0	PASS	cargo:httpdate@1.0.3:crates.io
rust	hyper	1.10.1	https://crates.io/api/v1/crates/hyper/1.10.1	MIT	PASS	cargo:hyper@1.10.1:crates.io
rust	hyper-rustls	0.27.9	https://crates.io/api/v1/crates/hyper-rustls/0.27.9	Apache-2.0 OR ISC OR MIT	PASS	cargo:hyper-rustls@0.27.9:crates.io
rust	hyper-util	0.1.20	https://crates.io/api/v1/crates/hyper-util/0.1.20	MIT	PASS	cargo:hyper-util@0.1.20:crates.io
rust	icu_collections	2.2.0	https://crates.io/api/v1/crates/icu_collections/2.2.0	Unicode-3.0	PASS	cargo:icu_collections@2.2.0:crates.io
rust	icu_locale_core	2.2.0	https://crates.io/api/v1/crates/icu_locale_core/2.2.0	Unicode-3.0	PASS	cargo:icu_locale_core@2.2.0:crates.io
rust	icu_normalizer	2.2.0	https://crates.io/api/v1/crates/icu_normalizer/2.2.0	Unicode-3.0	PASS	cargo:icu_normalizer@2.2.0:crates.io
rust	icu_normalizer_data	2.2.0	https://crates.io/api/v1/crates/icu_normalizer_data/2.2.0	Unicode-3.0	PASS	cargo:icu_normalizer_data@2.2.0:crates.io
rust	icu_properties	2.2.0	https://crates.io/api/v1/crates/icu_properties/2.2.0	Unicode-3.0	PASS	cargo:icu_properties@2.2.0:crates.io
rust	icu_properties_data	2.2.0	https://crates.io/api/v1/crates/icu_properties_data/2.2.0	Unicode-3.0	PASS	cargo:icu_properties_data@2.2.0:crates.io
rust	icu_provider	2.2.0	https://crates.io/api/v1/crates/icu_provider/2.2.0	Unicode-3.0	PASS	cargo:icu_provider@2.2.0:crates.io
rust	idna	1.1.0	https://crates.io/api/v1/crates/idna/1.1.0	MIT OR Apache-2.0	PASS	cargo:idna@1.1.0:crates.io
rust	idna_adapter	1.2.2	https://crates.io/api/v1/crates/idna_adapter/1.2.2	Apache-2.0 OR MIT	PASS	cargo:idna_adapter@1.2.2:crates.io
rust	include_dir	0.7.4	https://crates.io/api/v1/crates/include_dir/0.7.4	MIT	PASS	cargo:include_dir@0.7.4:crates.io
rust	include_dir_macros	0.7.4	https://crates.io/api/v1/crates/include_dir_macros/0.7.4	MIT	PASS	cargo:include_dir_macros@0.7.4:crates.io
rust	ipnet	2.12.0	https://crates.io/api/v1/crates/ipnet/2.12.0	MIT OR Apache-2.0	PASS	cargo:ipnet@2.12.0:crates.io
rust	is-docker	0.2.0	https://crates.io/api/v1/crates/is-docker/0.2.0	MIT	PASS	cargo:is-docker@0.2.0:crates.io
rust	is-wsl	0.4.0	https://crates.io/api/v1/crates/is-wsl/0.4.0	MIT	PASS	cargo:is-wsl@0.4.0:crates.io
rust	itoa	1.0.18	https://crates.io/api/v1/crates/itoa/1.0.18	MIT OR Apache-2.0	PASS	cargo:itoa@1.0.18:crates.io
rust	jiff	0.2.32	https://crates.io/api/v1/crates/jiff/0.2.32	Unlicense OR MIT	PASS	cargo:jiff@0.2.32:crates.io
rust	jiff-static	0.2.32	https://crates.io/api/v1/crates/jiff-static/0.2.32	Unlicense OR MIT	PASS	cargo:jiff-static@0.2.32:crates.io
rust	jiff-tzdb	0.1.8	https://crates.io/api/v1/crates/jiff-tzdb/0.1.8	Unlicense OR MIT	PASS	cargo:jiff-tzdb@0.1.8:crates.io
rust	jni	0.22.4	https://crates.io/api/v1/crates/jni/0.22.4	MIT OR Apache-2.0	PASS	cargo:jni@0.22.4:crates.io
rust	jni-macros	0.22.4	https://crates.io/api/v1/crates/jni-macros/0.22.4	MIT OR Apache-2.0	PASS	cargo:jni-macros@0.22.4:crates.io
rust	jni-sys	0.4.1	https://crates.io/api/v1/crates/jni-sys/0.4.1	MIT OR Apache-2.0	PASS	cargo:jni-sys@0.4.1:crates.io
rust	jni-sys-macros	0.4.1	https://crates.io/api/v1/crates/jni-sys-macros/0.4.1	MIT OR Apache-2.0	PASS	cargo:jni-sys-macros@0.4.1:crates.io
rust	jobserver	0.1.35	https://crates.io/api/v1/crates/jobserver/0.1.35	MIT OR Apache-2.0	PASS	cargo:jobserver@0.1.35:crates.io
rust	js-sys	0.3.103	https://crates.io/api/v1/crates/js-sys/0.3.103	MIT OR Apache-2.0	PASS	cargo:js-sys@0.3.103:crates.io
rust	lazy_static	1.5.0	https://crates.io/api/v1/crates/lazy_static/1.5.0	MIT OR Apache-2.0	PASS	cargo:lazy_static@1.5.0:crates.io
rust	libc	0.2.186	https://crates.io/api/v1/crates/libc/0.2.186	MIT OR Apache-2.0	PASS	cargo:libc@0.2.186:crates.io
rust	libsqlite3-sys	0.38.1	https://crates.io/api/v1/crates/libsqlite3-sys/0.38.1	MIT	PASS	cargo:libsqlite3-sys@0.38.1:crates.io
rust	linux-raw-sys	0.12.1	https://crates.io/api/v1/crates/linux-raw-sys/0.12.1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	PASS	cargo:linux-raw-sys@0.12.1:crates.io
rust	litemap	0.8.2	https://crates.io/api/v1/crates/litemap/0.8.2	Unicode-3.0	PASS	cargo:litemap@0.8.2:crates.io
rust	log	0.4.33	https://crates.io/api/v1/crates/log/0.4.33	MIT OR Apache-2.0	PASS	cargo:log@0.4.33:crates.io
rust	lru-slab	0.1.2	https://crates.io/api/v1/crates/lru-slab/0.1.2	MIT OR Apache-2.0 OR Zlib	PASS	cargo:lru-slab@0.1.2:crates.io
rust	matchers	0.2.0	https://crates.io/api/v1/crates/matchers/0.2.0	MIT	PASS	cargo:matchers@0.2.0:crates.io
rust	matchit	0.8.4	https://crates.io/api/v1/crates/matchit/0.8.4	MIT AND BSD-3-Clause	PASS	cargo:matchit@0.8.4:crates.io
rust	memchr	2.8.3	https://crates.io/api/v1/crates/memchr/2.8.3	Unlicense OR MIT	PASS	cargo:memchr@2.8.3:crates.io
rust	mime	0.3.17	https://crates.io/api/v1/crates/mime/0.3.17	MIT OR Apache-2.0	PASS	cargo:mime@0.3.17:crates.io
rust	mime_guess	2.0.5	https://crates.io/api/v1/crates/mime_guess/2.0.5	MIT	PASS	cargo:mime_guess@2.0.5:crates.io
rust	miniz_oxide	0.8.9	https://crates.io/api/v1/crates/miniz_oxide/0.8.9	MIT OR Zlib OR Apache-2.0	PASS	cargo:miniz_oxide@0.8.9:crates.io
rust	mio	1.2.1	https://crates.io/api/v1/crates/mio/1.2.1	MIT	PASS	cargo:mio@1.2.1:crates.io
rust	num-conv	0.2.2	https://crates.io/api/v1/crates/num-conv/0.2.2	MIT OR Apache-2.0	PASS	cargo:num-conv@0.2.2:crates.io
rust	num-traits	0.2.19	https://crates.io/api/v1/crates/num-traits/0.2.19	MIT OR Apache-2.0	PASS	cargo:num-traits@0.2.19:crates.io
rust	once_cell	1.21.4	https://crates.io/api/v1/crates/once_cell/1.21.4	MIT OR Apache-2.0	PASS	cargo:once_cell@1.21.4:crates.io
rust	open	5.4.0	https://crates.io/api/v1/crates/open/5.4.0	MIT	PASS	cargo:open@5.4.0:crates.io
rust	openssl-probe	0.2.1	https://crates.io/api/v1/crates/openssl-probe/0.2.1	MIT OR Apache-2.0	PASS	cargo:openssl-probe@0.2.1:crates.io
rust	percent-encoding	2.3.2	https://crates.io/api/v1/crates/percent-encoding/2.3.2	MIT OR Apache-2.0	PASS	cargo:percent-encoding@2.3.2:crates.io
rust	pin-project-lite	0.2.17	https://crates.io/api/v1/crates/pin-project-lite/0.2.17	Apache-2.0 OR MIT	PASS	cargo:pin-project-lite@0.2.17:crates.io
rust	pkg-config	0.3.33	https://crates.io/api/v1/crates/pkg-config/0.3.33	MIT OR Apache-2.0	PASS	cargo:pkg-config@0.3.33:crates.io
rust	portable-atomic	1.13.1	https://crates.io/api/v1/crates/portable-atomic/1.13.1	Apache-2.0 OR MIT	PASS	cargo:portable-atomic@1.13.1:crates.io
rust	portable-atomic-util	0.2.7	https://crates.io/api/v1/crates/portable-atomic-util/0.2.7	Apache-2.0 OR MIT	PASS	cargo:portable-atomic-util@0.2.7:crates.io
rust	potential_utf	0.1.5	https://crates.io/api/v1/crates/potential_utf/0.1.5	Unicode-3.0	PASS	cargo:potential_utf@0.1.5:crates.io
rust	powerfmt	0.2.0	https://crates.io/api/v1/crates/powerfmt/0.2.0	MIT OR Apache-2.0	PASS	cargo:powerfmt@0.2.0:crates.io
rust	ppv-lite86	0.2.21	https://crates.io/api/v1/crates/ppv-lite86/0.2.21	MIT OR Apache-2.0	PASS	cargo:ppv-lite86@0.2.21:crates.io
rust	proc-macro2	1.0.106	https://crates.io/api/v1/crates/proc-macro2/1.0.106	MIT OR Apache-2.0	PASS	cargo:proc-macro2@1.0.106:crates.io
rust	proptest	1.11.0	https://crates.io/api/v1/crates/proptest/1.11.0	MIT OR Apache-2.0	PASS	cargo:proptest@1.11.0:crates.io
rust	quinn	0.11.11	https://crates.io/api/v1/crates/quinn/0.11.11	MIT OR Apache-2.0	PASS	cargo:quinn@0.11.11:crates.io
rust	quinn-proto	0.11.16	https://crates.io/api/v1/crates/quinn-proto/0.11.16	MIT OR Apache-2.0	PASS	cargo:quinn-proto@0.11.16:crates.io
rust	quinn-udp	0.5.15	https://crates.io/api/v1/crates/quinn-udp/0.5.15	MIT OR Apache-2.0	PASS	cargo:quinn-udp@0.5.15:crates.io
rust	quote	1.0.46	https://crates.io/api/v1/crates/quote/1.0.46	MIT OR Apache-2.0	PASS	cargo:quote@1.0.46:crates.io
rust	r-efi	5.3.0	https://crates.io/api/v1/crates/r-efi/5.3.0	MIT OR Apache-2.0 OR LGPL-2.1-or-later	PASS	cargo:r-efi@5.3.0:crates.io
rust	r-efi	6.0.0	https://crates.io/api/v1/crates/r-efi/6.0.0	MIT OR Apache-2.0 OR LGPL-2.1-or-later	PASS	cargo:r-efi@6.0.0:crates.io
rust	rand	0.10.2	https://crates.io/api/v1/crates/rand/0.10.2	MIT OR Apache-2.0	PASS	cargo:rand@0.10.2:crates.io
rust	rand	0.9.5	https://crates.io/api/v1/crates/rand/0.9.5	MIT OR Apache-2.0	PASS	cargo:rand@0.9.5:crates.io
rust	rand_chacha	0.9.0	https://crates.io/api/v1/crates/rand_chacha/0.9.0	MIT OR Apache-2.0	PASS	cargo:rand_chacha@0.9.0:crates.io
rust	rand_core	0.10.1	https://crates.io/api/v1/crates/rand_core/0.10.1	MIT OR Apache-2.0	PASS	cargo:rand_core@0.10.1:crates.io
rust	rand_core	0.9.5	https://crates.io/api/v1/crates/rand_core/0.9.5	MIT OR Apache-2.0	PASS	cargo:rand_core@0.9.5:crates.io
rust	rand_pcg	0.10.2	https://crates.io/api/v1/crates/rand_pcg/0.10.2	MIT OR Apache-2.0	PASS	cargo:rand_pcg@0.10.2:crates.io
rust	rand_xorshift	0.4.0	https://crates.io/api/v1/crates/rand_xorshift/0.4.0	MIT OR Apache-2.0	PASS	cargo:rand_xorshift@0.4.0:crates.io
rust	rbcsp-dependency-baseline	0.0.0	repository:crates/dependency-baseline/Cargo.toml	ISC	PASS	cargo:rbcsp-dependency-baseline@0.0.0:local
rust	regex-automata	0.4.15	https://crates.io/api/v1/crates/regex-automata/0.4.15	MIT OR Apache-2.0	PASS	cargo:regex-automata@0.4.15:crates.io
rust	regex-syntax	0.8.11	https://crates.io/api/v1/crates/regex-syntax/0.8.11	MIT OR Apache-2.0	PASS	cargo:regex-syntax@0.8.11:crates.io
rust	reqwest	0.13.4	https://crates.io/api/v1/crates/reqwest/0.13.4	MIT OR Apache-2.0	PASS	cargo:reqwest@0.13.4:crates.io
rust	ring	0.17.14	https://crates.io/api/v1/crates/ring/0.17.14	Apache-2.0 AND ISC	PASS	cargo:ring@0.17.14:crates.io
rust	rusqlite	0.40.1	https://crates.io/api/v1/crates/rusqlite/0.40.1	MIT	PASS	cargo:rusqlite@0.40.1:crates.io
rust	rustc-hash	2.1.3	https://crates.io/api/v1/crates/rustc-hash/2.1.3	Apache-2.0 OR MIT	PASS	cargo:rustc-hash@2.1.3:crates.io
rust	rustc_version	0.4.1	https://crates.io/api/v1/crates/rustc_version/0.4.1	MIT OR Apache-2.0	PASS	cargo:rustc_version@0.4.1:crates.io
rust	rustix	1.1.4	https://crates.io/api/v1/crates/rustix/1.1.4	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	PASS	cargo:rustix@1.1.4:crates.io
rust	rustls	0.23.41	https://crates.io/api/v1/crates/rustls/0.23.41	Apache-2.0 OR ISC OR MIT	PASS	cargo:rustls@0.23.41:crates.io
rust	rustls-native-certs	0.8.4	https://crates.io/api/v1/crates/rustls-native-certs/0.8.4	Apache-2.0 OR ISC OR MIT	PASS	cargo:rustls-native-certs@0.8.4:crates.io
rust	rustls-pki-types	1.15.0	https://crates.io/api/v1/crates/rustls-pki-types/1.15.0	MIT OR Apache-2.0	PASS	cargo:rustls-pki-types@1.15.0:crates.io
rust	rustls-platform-verifier	0.7.0	https://crates.io/api/v1/crates/rustls-platform-verifier/0.7.0	MIT OR Apache-2.0	PASS	cargo:rustls-platform-verifier@0.7.0:crates.io
rust	rustls-platform-verifier-android	0.1.1	https://crates.io/api/v1/crates/rustls-platform-verifier-android/0.1.1	MIT OR Apache-2.0	PASS	cargo:rustls-platform-verifier-android@0.1.1:crates.io
rust	rustls-webpki	0.103.13	https://crates.io/api/v1/crates/rustls-webpki/0.103.13	ISC	PASS	cargo:rustls-webpki@0.103.13:crates.io
rust	rustversion	1.0.23	https://crates.io/api/v1/crates/rustversion/1.0.23	MIT OR Apache-2.0	PASS	cargo:rustversion@1.0.23:crates.io
rust	ryu	1.0.23	https://crates.io/api/v1/crates/ryu/1.0.23	Apache-2.0 OR BSL-1.0	PASS	cargo:ryu@1.0.23:crates.io
rust	same-file	1.0.6	https://crates.io/api/v1/crates/same-file/1.0.6	Unlicense OR MIT	PASS	cargo:same-file@1.0.6:crates.io
rust	schannel	0.1.29	https://crates.io/api/v1/crates/schannel/0.1.29	MIT	PASS	cargo:schannel@0.1.29:crates.io
rust	security-framework	3.7.0	https://crates.io/api/v1/crates/security-framework/3.7.0	MIT OR Apache-2.0	PASS	cargo:security-framework@3.7.0:crates.io
rust	security-framework-sys	2.17.0	https://crates.io/api/v1/crates/security-framework-sys/2.17.0	MIT OR Apache-2.0	PASS	cargo:security-framework-sys@2.17.0:crates.io
rust	semver	1.0.28	https://crates.io/api/v1/crates/semver/1.0.28	MIT OR Apache-2.0	PASS	cargo:semver@1.0.28:crates.io
rust	serde	1.0.228	https://crates.io/api/v1/crates/serde/1.0.228	MIT OR Apache-2.0	PASS	cargo:serde@1.0.228:crates.io
rust	serde_core	1.0.228	https://crates.io/api/v1/crates/serde_core/1.0.228	MIT OR Apache-2.0	PASS	cargo:serde_core@1.0.228:crates.io
rust	serde_derive	1.0.228	https://crates.io/api/v1/crates/serde_derive/1.0.228	MIT OR Apache-2.0	PASS	cargo:serde_derive@1.0.228:crates.io
rust	serde_json	1.0.150	https://crates.io/api/v1/crates/serde_json/1.0.150	MIT OR Apache-2.0	PASS	cargo:serde_json@1.0.150:crates.io
rust	serde_path_to_error	0.1.20	https://crates.io/api/v1/crates/serde_path_to_error/0.1.20	MIT OR Apache-2.0	PASS	cargo:serde_path_to_error@0.1.20:crates.io
rust	serde_urlencoded	0.7.1	https://crates.io/api/v1/crates/serde_urlencoded/0.7.1	MIT OR Apache-2.0	PASS	cargo:serde_urlencoded@0.7.1:crates.io
rust	sha1	0.10.7	https://crates.io/api/v1/crates/sha1/0.10.7	MIT OR Apache-2.0	PASS	cargo:sha1@0.10.7:crates.io
rust	sha2	0.10.9	https://crates.io/api/v1/crates/sha2/0.10.9	MIT OR Apache-2.0	PASS	cargo:sha2@0.10.9:crates.io
rust	sharded-slab	0.1.7	https://crates.io/api/v1/crates/sharded-slab/0.1.7	MIT	PASS	cargo:sharded-slab@0.1.7:crates.io
rust	shlex	2.0.1	https://crates.io/api/v1/crates/shlex/2.0.1	MIT OR Apache-2.0	PASS	cargo:shlex@2.0.1:crates.io
rust	signal-hook-registry	1.4.8	https://crates.io/api/v1/crates/signal-hook-registry/1.4.8	MIT OR Apache-2.0	PASS	cargo:signal-hook-registry@1.4.8:crates.io
rust	simd-adler32	0.3.9	https://crates.io/api/v1/crates/simd-adler32/0.3.9	MIT	PASS	cargo:simd-adler32@0.3.9:crates.io
rust	simd_cesu8	1.1.1	https://crates.io/api/v1/crates/simd_cesu8/1.1.1	Apache-2.0 OR MIT	PASS	cargo:simd_cesu8@1.1.1:crates.io
rust	simdutf8	0.1.5	https://crates.io/api/v1/crates/simdutf8/0.1.5	MIT OR Apache-2.0	PASS	cargo:simdutf8@0.1.5:crates.io
rust	slab	0.4.12	https://crates.io/api/v1/crates/slab/0.4.12	MIT	PASS	cargo:slab@0.4.12:crates.io
rust	smallvec	1.15.2	https://crates.io/api/v1/crates/smallvec/1.15.2	MIT OR Apache-2.0	PASS	cargo:smallvec@1.15.2:crates.io
rust	socket2	0.6.4	https://crates.io/api/v1/crates/socket2/0.6.4	MIT OR Apache-2.0	PASS	cargo:socket2@0.6.4:crates.io
rust	stable_deref_trait	1.2.1	https://crates.io/api/v1/crates/stable_deref_trait/1.2.1	MIT OR Apache-2.0	PASS	cargo:stable_deref_trait@1.2.1:crates.io
rust	subtle	2.6.1	https://crates.io/api/v1/crates/subtle/2.6.1	BSD-3-Clause	PASS	cargo:subtle@2.6.1:crates.io
rust	syn	2.0.118	https://crates.io/api/v1/crates/syn/2.0.118	MIT OR Apache-2.0	PASS	cargo:syn@2.0.118:crates.io
rust	sync_wrapper	1.0.2	https://crates.io/api/v1/crates/sync_wrapper/1.0.2	Apache-2.0	PASS	cargo:sync_wrapper@1.0.2:crates.io
rust	synstructure	0.13.2	https://crates.io/api/v1/crates/synstructure/0.13.2	MIT	PASS	cargo:synstructure@0.13.2:crates.io
rust	tempfile	3.27.0	https://crates.io/api/v1/crates/tempfile/3.27.0	MIT OR Apache-2.0	PASS	cargo:tempfile@3.27.0:crates.io
rust	thiserror	2.0.18	https://crates.io/api/v1/crates/thiserror/2.0.18	MIT OR Apache-2.0	PASS	cargo:thiserror@2.0.18:crates.io
rust	thiserror-impl	2.0.18	https://crates.io/api/v1/crates/thiserror-impl/2.0.18	MIT OR Apache-2.0	PASS	cargo:thiserror-impl@2.0.18:crates.io
rust	thread_local	1.1.10	https://crates.io/api/v1/crates/thread_local/1.1.10	MIT OR Apache-2.0	PASS	cargo:thread_local@1.1.10:crates.io
rust	time	0.3.53	https://crates.io/api/v1/crates/time/0.3.53	MIT OR Apache-2.0	PASS	cargo:time@0.3.53:crates.io
rust	time-core	0.1.9	https://crates.io/api/v1/crates/time-core/0.1.9	MIT OR Apache-2.0	PASS	cargo:time-core@0.1.9:crates.io
rust	time-macros	0.2.31	https://crates.io/api/v1/crates/time-macros/0.2.31	MIT OR Apache-2.0	PASS	cargo:time-macros@0.2.31:crates.io
rust	tinystr	0.8.3	https://crates.io/api/v1/crates/tinystr/0.8.3	Unicode-3.0	PASS	cargo:tinystr@0.8.3:crates.io
rust	tinyvec	1.12.0	https://crates.io/api/v1/crates/tinyvec/1.12.0	Zlib OR Apache-2.0 OR MIT	PASS	cargo:tinyvec@1.12.0:crates.io
rust	tinyvec_macros	0.1.1	https://crates.io/api/v1/crates/tinyvec_macros/0.1.1	MIT OR Apache-2.0 OR Zlib	PASS	cargo:tinyvec_macros@0.1.1:crates.io
